"reporting_unit","time","central_cases","central_intensity","lo_0_25_cases","hi_0_25_cases","lo_0_5_cases","hi_0_5_cases","lo_0_8_cases","hi_0_8_cases","lo_0_95_cases","hi_0_95_cases","lo_0_25_intensity","hi_0_25_intensity","lo_0_5_intensity","hi_0_5_intensity","lo_0_8_intensity","hi_0_8_intensity","lo_0_95_intensity","hi_0_95_intensity","1pct_cumulative","2_5pct_cumulative","10pct_cumulative","25pct_cumulative","50pct_cumulative","75pct_cumulative","90pct_cumulative","97_5pct_cumulative","99pct_cumulative","dead","country","Expected","mMult","adjustedDead"
"Brazil",2020-01-01,0,0.0197112,0,1,0,1,0,2,0,2,0.0091,0.051,0.0068,0.057,0.0044,0.071,0.0031,0.09,0,0,0,0,0,0,0,0,0,NA,"Brazil",12466.1815892493,0.00470456728801455,NA
"Brazil",2020-01-02,0,0.019965,0,1,0,1,0,1,0,1,0.0094,0.051,0.0071,0.058,0.0048,0.071,0.0033,0.091,0,0,0,0,0,0,0,0,0,NA,"Brazil",12466.1815892493,0.00470456728801455,NA
"Brazil",2020-01-03,0,0.020236,0,1,0,1,0,1,0,2,0.0098,0.051,0.0074,0.058,0.0051,0.071,0.0035,0.091,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-04,0,0.0205802,0,1,0,1,0,2,0,2,0.01,0.051,0.0078,0.058,0.0054,0.071,0.0038,0.091,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-05,0,0.0209505,0,1,0,1,0,1,0,1,0.011,0.052,0.0082,0.059,0.0058,0.072,0.0041,0.091,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-06,0,0.0213717,0,1,0,1,0,1,0,1,0.011,0.052,0.0086,0.059,0.0063,0.072,0.0044,0.092,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-07,0,0.0218448,0,1,0,1,0,2,0,2,0.012,0.052,0.0091,0.059,0.0068,0.073,0.0048,0.092,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-08,0,0.0223645,0,1,0,1,0,2,0,2,0.012,0.053,0.0096,0.06,0.0073,0.074,0.0052,0.093,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-09,0,0.02298,0,1,0,1,0,1,0,1,0.013,0.053,0.01,0.061,0.008,0.074,0.0056,0.093,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-10,0,0.0237288,0,1,0,1,0,2,0,2,0.014,0.053,0.011,0.061,0.0087,0.075,0.0061,0.094,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-11,0,0.0246251,0,1,0,1,0,1,0,2,0.015,0.054,0.011,0.062,0.0094,0.076,0.0067,0.095,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-12,0,0.025527,0,1,0,1,0,2,0,2,0.015,0.055,0.012,0.063,0.01,0.077,0.0073,0.096,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-13,0,0.0265487,0,1,0,1,0,2,0,2,0.016,0.055,0.013,0.064,0.011,0.078,0.0081,0.097,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-14,0,0.0276766,0,1,0,1,0,1,0,1,0.017,0.056,0.014,0.065,0.012,0.079,0.0089,0.098,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-15,0,0.0289407,0,1,0,1,0,2,0,2,0.018,0.057,0.015,0.066,0.013,0.081,0.0098,0.099,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-16,0,0.0303994,0,1,0,1,0,2,0,3,0.02,0.059,0.016,0.068,0.014,0.083,0.011,0.1,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-17,0,0.0319929,0,1,0,1,0,2,0,2,0.021,0.06,0.017,0.069,0.015,0.084,0.012,0.1,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-18,0,0.0340147,0,1,0,2,0,2,0,2,0.022,0.062,0.018,0.071,0.016,0.086,0.013,0.1,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-19,0,0.0361076,0,1,0,1,0,2,0,2,0.024,0.064,0.02,0.073,0.018,0.089,0.015,0.11,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-20,0,0.0385193,0,1,0,1,0,2,0,2,0.026,0.066,0.021,0.075,0.019,0.091,0.017,0.11,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-21,0,0.0411033,0,1,0,1,0,2,0,2,0.028,0.068,0.023,0.078,0.021,0.094,0.018,0.11,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-22,0,0.0438899,0,1,0,2,0,2,0,2,0.03,0.071,0.025,0.081,0.022,0.098,0.02,0.12,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-23,0,0.0471019,0,1,0,1,0,1,0,1,0.033,0.074,0.027,0.084,0.024,0.1,0.022,0.12,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-24,0,0.0508226,0,1,0,1,0,2,0,2,0.035,0.077,0.029,0.088,0.026,0.11,0.024,0.13,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-25,0,0.0548182,0,1,0,2,0,2,0,2,0.038,0.081,0.032,0.092,0.029,0.11,0.026,0.14,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-26,0,0.0594526,0,1,0,2,0,2,0,2,0.042,0.086,0.035,0.097,0.031,0.12,0.028,0.15,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-27,0,0.0642809,0,2,0,2,0,2,0,3,0.045,0.092,0.039,0.1,0.034,0.12,0.03,0.16,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-28,0,0.0699272,0,2,0,2,0,2,0,2,0.05,0.098,0.042,0.11,0.037,0.13,0.033,0.17,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-29,0,0.0761462,0,2,0,2,0,3,0,3,0.054,0.11,0.046,0.11,0.04,0.14,0.036,0.18,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-30,0,0.0830304,0,1,0,2,0,3,0,3,0.059,0.11,0.051,0.12,0.044,0.15,0.04,0.19,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-01-31,0,0.0908671,0,2,0,2,0,2,0,3,0.065,0.12,0.056,0.14,0.049,0.16,0.044,0.21,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-01,0,0.0990714,0,2,0,2,0,2,0,2,0.071,0.13,0.061,0.15,0.053,0.17,0.048,0.22,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-02,0,0.108145,0,2,0,2,0,3,0,3,0.079,0.14,0.068,0.16,0.059,0.18,0.053,0.24,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-03,0,0.118156,0,2,0,2,0,3,0,3,0.087,0.16,0.075,0.17,0.064,0.2,0.059,0.26,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-04,0,0.129375,0,2,0,3,0,3,0,3,0.096,0.17,0.083,0.19,0.071,0.22,0.065,0.28,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-05,0,0.141387,0,2,0,3,0,3,0,4,0.11,0.18,0.091,0.21,0.078,0.24,0.072,0.3,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-06,0,0.155162,0,2,0,3,0,4,0,4,0.12,0.2,0.1,0.23,0.087,0.26,0.079,0.33,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-07,0,0.170502,0,2,0,2,0,3,0,5,0.13,0.22,0.11,0.25,0.096,0.29,0.087,0.36,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-08,0,0.18698,0,2,0,3,0,4,0,4,0.14,0.24,0.12,0.27,0.11,0.31,0.097,0.39,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-09,0,0.205921,0,2,0,2,0,3,0,3,0.16,0.27,0.14,0.3,0.12,0.34,0.11,0.42,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-10,0,0.226833,0,3,0,3,0,4,0,4,0.18,0.29,0.15,0.33,0.13,0.37,0.12,0.46,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-11,0,0.24986,0,3,0,3,0,4,0,4,0.19,0.33,0.17,0.37,0.15,0.41,0.13,0.5,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-12,0,0.275296,0,3,0,4,0,4,0,6,0.22,0.36,0.18,0.4,0.16,0.45,0.15,0.55,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-13,0,0.303297,0,3,0,3,0,5,0,5,0.24,0.4,0.2,0.44,0.18,0.49,0.16,0.6,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-14,0,0.33446,0,3,0,4,0,5,0,5,0.27,0.44,0.22,0.49,0.2,0.54,0.18,0.65,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-15,0,0.368421,0,3,0,5,0,6,0,6,0.29,0.48,0.25,0.53,0.22,0.59,0.2,0.71,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-16,0,0.405854,0,3,0,5,0,5,0,5,0.33,0.53,0.27,0.59,0.24,0.65,0.23,0.78,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-17,0,0.447918,0,4,0,4,0,4,0,7,0.36,0.58,0.3,0.65,0.27,0.71,0.25,0.85,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-18,0,0.493749,0,5,0,5,0,5,0,5,0.4,0.64,0.34,0.71,0.3,0.77,0.28,0.93,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-19,0,0.544821,0,5,0,6,0,7,0,9,0.44,0.71,0.37,0.78,0.33,0.85,0.31,1,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-20,0,0.601151,0,5,0,5,0,7,0,8,0.48,0.78,0.41,0.86,0.37,0.93,0.35,1.1,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-21,0,0.663195,0,4,0,6,0,6,0,8,0.53,0.85,0.46,0.94,0.41,1,0.39,1.2,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-22,0,0.731249,0,6,0,6,0,8,0,8,0.59,0.94,0.51,1,0.45,1.1,0.43,1.3,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-23,0,0.806094,0,6,0,7,0,8,0,8,0.65,1,0.56,1.1,0.5,1.2,0.48,1.4,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-24,0,0.887934,0,6,0,8,0,8,0,12,0.72,1.1,0.63,1.2,0.56,1.3,0.53,1.6,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-25,0,0.9781,0,7,0,7,0,9,0,12,0.79,1.2,0.69,1.4,0.62,1.5,0.59,1.7,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-26,1,1.07713,0,7,0,9,0,12,0,12,0.87,1.4,0.77,1.5,0.69,1.6,0.66,1.9,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-27,1,1.18605,0,8,0,9,0,11,0,11,0.96,1.5,0.85,1.6,0.76,1.8,0.73,2,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-28,1,1.30492,0,8,0,9,0,10,0,11,1.1,1.6,0.94,1.8,0.84,1.9,0.81,2.2,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-02-29,1,1.43507,0,9,0,9,0,10,0,13,1.2,1.8,1,2,0.94,2.1,0.9,2.4,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-01,1,1.57606,0,9,0,12,0,14,0,17,1.3,2,1.2,2.1,1,2.3,0.99,2.6,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-02,1,1.73104,0,12,0,15,0,15,0,18,1.4,2.2,1.3,2.3,1.1,2.5,1.1,2.9,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-03,1,1.89959,0,14,0,16,0,16,0,16,1.6,2.4,1.4,2.6,1.3,2.7,1.2,3.1,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-04,1,2.08597,0,12,0,13,0,15,0,15,1.7,2.6,1.6,2.8,1.4,3,1.4,3.4,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-05,1,2.2893,0,14,0,19,0,25,0,25,1.9,2.8,1.7,3.1,1.6,3.3,1.5,3.7,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-06,2,2.51028,0,17,0,17,0,17,0,27,2.1,3.1,1.9,3.3,1.7,3.6,1.7,4,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-07,2,2.75373,0,17,0,22,0,24,0,27,2.3,3.4,2.1,3.6,1.9,3.9,1.8,4.4,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-08,2,3.01561,0,18,0,18,0,19,0,20,2.5,3.7,2.3,4,2.1,4.2,2,4.7,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-09,2,3.30351,0,20,0,31,0,34,0,35,2.8,4,2.6,4.3,2.3,4.6,2.2,5.2,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-10,3,3.61737,0,22,0,26,0,26,0,30,3.1,4.4,2.8,4.7,2.6,5,2.5,5.6,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-11,3,3.96022,0,22,0,24,0,27,0,27,3.4,4.8,3.1,5.1,2.8,5.5,2.7,6.1,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-12,3,4.32728,0,24,0,25,0,27,0,27,3.7,5.2,3.4,5.6,3.1,5.9,3,6.6,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-13,3,4.72459,0,29,0,33,0,39,0,39,4,5.7,3.8,6.1,3.4,6.5,3.3,7.1,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-14,4,5.15418,0,27,0,32,0,39,0,39,4.4,6.2,4.1,6.6,3.8,7,3.6,7.7,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-15,4,5.62341,0,30,0,39,0,40,0,48,4.8,6.7,4.5,7.1,4.2,7.6,4,8.3,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-16,5,6.13244,0,36,0,38,0,42,0,64,5.3,7.3,5,7.8,4.6,8.3,4.4,9,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-17,5,6.68301,0,32,0,42,0,43,0,51,5.8,7.9,5.5,8.4,5,9,4.8,9.8,0,0,0,0,0,0,0,0,0,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-18,5,7.27753,0,37,0,39,0,42,0,42,6.3,8.6,6,9.1,5.5,9.7,5.3,11,1,1,1,1,1,1,1,1,1,1,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-19,6,7.91993,0,43,0,55,0,57,0,59,6.9,9.3,6.5,9.9,6,11,5.8,11,4,4,4,4,4,4,4,4,4,3,"Brazil",12466.1815892493,0.00470456728801455,0.01
"Brazil",2020-03-20,6,8.61194,0,49,0,54,0,54,0,72,7.5,10,7.2,11,6.6,11,6.4,12,4,4,4,4,4,4,4,4,4,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-21,7,9.37061,0,47,0,51,0,54,0,57,8.2,11,7.8,12,7.2,12,7,13,11,11,11,11,11,11,11,11,11,7,"Brazil",12466.1815892493,0.00470456728801455,0.03
"Brazil",2020-03-22,7,10.1821,0,49,0,62,0,71,0,71,9,12,8.6,13,7.9,13,7.7,14,11,11,11,11,11,11,11,11,11,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-23,8,11.0511,0,57,0,69,0,82,0,82,9.8,13,9.3,14,8.6,14,8.4,15,11,11,11,11,11,11,11,11,11,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-24,9,11.9931,0,65,0,72,0,90,0,90,11,14,10,15,9.4,16,9.2,17,46,46,46,46,46,46,46,46,46,35,"Brazil",12466.1815892493,0.00470456728801455,0.16
"Brazil",2020-03-25,9,13.0093,0,53,0,72,0,84,0,86,12,15,11,16,10,17,10,18,46,46,46,46,46,46,46,46,46,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-26,10,14.1008,0,80,0,89,0,98,0,98,13,16,12,17,11,18,11,19,57,57,57,57,57,57,57,57,57,11,"Brazil",12466.1815892493,0.00470456728801455,0.05
"Brazil",2020-03-27,11,15.2791,0,67,0,67,0,110,0,110,14,18,13,18,12,19,12,21,57,57,57,57,57,57,57,57,57,0,"Brazil",12466.1815892493,0.00470456728801455,0
"Brazil",2020-03-28,12,16.5343,0,77,0,99,0,110,0,110,15,19,14,20,13,21,13,22,77,77,77,77,77,77,77,77,77,20,"Brazil",12466.1815892493,0.00470456728801455,0.09
"Brazil",2020-03-29,13,17.8751,0,110,0,110,0,150,0,150,16,20,16,21,15,23,14,24,92,92,92,92,92,92,92,92,92,15,"Brazil",12466.1815892493,0.00470456728801455,0.07
"Brazil",2020-03-30,15,19.3223,0,110,0,120,0,130,0,140,17,22,17,23,16,24,15,26,114,114,114,114,114,114,114,114,114,22,"Brazil",12466.1815892493,0.00470456728801455,0.1
"Brazil",2020-03-31,14,20.8667,0,110,0,110,0,140,0,170,19,24,18,25,17,26,17,28,136,136,136,136,136,136,136,136,136,22,"Brazil",12466.1815892493,0.00470456728801455,0.1
"Brazil",2020-04-01,16,22.5222,0,130,0,140,0,140,0,140,20,26,20,27,19,28,18,30,159,159,159,159,159,159,159,159,159,23,"Brazil",12466.1815892493,0.00470456728801455,0.11
"Brazil",2020-04-02,17,24.2939,0,120,0,140,0,140,0,270,22,27,21,29,20,30,20,32,201,201,201,201,201,201,201,201,201,42,"Brazil",12466.1815892493,0.00470456728801455,0.2
"Brazil",2020-04-03,19,26.1966,0,130,0,140,0,160,0,220,24,30,23,31,22,32,21,34,241,241,241,241,241,241,241,241,241,40,"Brazil",12466.1815892493,0.00470456728801455,0.19
"Brazil",2020-04-04,20,28.2333,0,140,0,200,0,200,0,230,26,32,25,33,24,35,23,37,299,299,299,299,299,299,299,299,299,58,"Brazil",12466.1815892493,0.00470456728801455,0.27
"Brazil",2020-04-05,22,30.4024,0,150,0,160,0,180,0,180,28,34,27,36,26,37,25,39,359,359,359,359,359,359,359,359,359,60,"Brazil",12466.1815892493,0.00470456728801455,0.28
"Brazil",2020-04-06,24,32.7027,0,180,0,180,0,200,0,200,30,37,29,38,28,40,27,42,432,432,432,432,432,432,432,432,432,73,"Brazil",12466.1815892493,0.00470456728801455,0.34
"Brazil",2020-04-07,25,35.1788,0,180,0,190,0,190,0,210,32,39,31,41,30,43,29,45,486,486,486,486,486,486,486,486,486,54,"Brazil",12466.1815892493,0.00470456728801455,0.25
"Brazil",2020-04-08,28,37.814,0,170,0,200,0,270,0,340,35,42,34,44,32,46,31,48,553,553,553,553,553,553,553,553,553,67,"Brazil",12466.1815892493,0.00470456728801455,0.32
"Brazil",2020-04-09,29,40.6383,0,220,0,220,0,250,0,250,37,45,36,47,35,49,33,51,667,667,667,667,667,667,667,667,667,114,"Brazil",12466.1815892493,0.00470456728801455,0.54
"Brazil",2020-04-10,32,43.6272,0,240,0,260,0,280,0,380,40,48,39,51,37,53,36,55,800,800,800,800,800,800,800,800,800,133,"Brazil",12466.1815892493,0.00470456728801455,0.63
"Brazil",2020-04-11,34,46.7827,0,200,0,250,0,340,0,340,43,52,42,54,40,57,39,58,941,941,941,941,941,941,941,941,941,141,"Brazil",12466.1815892493,0.00470456728801455,0.66
"Brazil",2020-04-12,40,50.1714,0,230,0,320,0,360,0,460,46,56,45,58,43,61,41,62,1056,1056,1056,1056,1056,1056,1056,1056,1056,115,"Brazil",12466.1815892493,0.00470456728801455,0.54
"Brazil",2020-04-13,39,53.7369,0,280,0,310,0,480,0,490,49,60,48,62,47,65,44,66,1124,1124,1124,1124,1124,1124,1124,1124,1124,68,"Brazil",12466.1815892493,0.00470456728801455,0.32
"Brazil",2020-04-14,41,57.5597,0,320,0,320,0,360,0,360,53,64,52,66,50,69,48,71,1223,1223,1223,1223,1223,1223,1223,1223,1223,99,"Brazil",12466.1815892493,0.00470456728801455,0.47
"Brazil",2020-04-15,44,61.5918,0,280,0,330,0,360,0,360,57,68,55,71,54,74,51,75,1328,1328,1328,1328,1328,1328,1328,1328,1328,105,"Brazil",12466.1815892493,0.00470456728801455,0.49
"Brazil",2020-04-16,48,65.9165,0,340,0,380,0,440,0,440,61,73,59,76,57,79,55,80,1532,1532,1532,1532,1532,1532,1532,1532,1532,204,"Brazil",12466.1815892493,0.00470456728801455,0.96
"Brazil",2020-04-17,50,70.4609,0,370,0,400,0,530,0,530,65,78,63,81,61,84,58,85,1736,1736,1736,1736,1736,1736,1736,1736,1736,204,"Brazil",12466.1815892493,0.00470456728801455,0.96
"Brazil",2020-04-18,57,75.2194,0,440,0,500,0,500,0,520,69,83,68,86,66,89,63,91,1924,1924,1924,1924,1924,1924,1924,1924,1924,188,"Brazil",12466.1815892493,0.00470456728801455,0.88
"Brazil",2020-04-19,59.5,80.1861,0,400,0,520,0,520,0,560,74,89,72,92,70,95,67,97,2141,2141,2141,2141,2141,2141,2141,2141,2141,217,"Brazil",12466.1815892493,0.00470456728801455,1.02
"Brazil",2020-04-20,64.5,85.4812,0,470,0,500,0,570,0,650,79,95,77,98,75,100,71,100,2347,2347,2347,2347,2347,2347,2347,2347,2347,206,"Brazil",12466.1815892493,0.00470456728801455,0.97
"Brazil",2020-04-21,62.5,91.087,0,460,0,540,0,590,0,590,84,100,82,100,80,110,76,110,2462,2462,2462,2462,2462,2462,2462,2462,2462,115,"Brazil",12466.1815892493,0.00470456728801455,0.54
"Brazil",2020-04-22,67,97.0965,0,500,0,530,0,540,0,560,90,110,88,110,85,110,81,120,2575,2575,2575,2575,2575,2575,2575,2575,2575,113,"Brazil",12466.1815892493,0.00470456728801455,0.53
"Brazil",2020-04-23,71,103.419,0,630,0,630,0,810,0,810,95,110,93,120,91,120,87,130,2741,2741,2741,2741,2741,2741,2741,2741,2741,166,"Brazil",12466.1815892493,0.00470456728801455,0.78
"Brazil",2020-04-24,77,110.145,0,510,0,630,0,640,0,640,100,120,99,130,97,130,92,130,2906,2906,2906,2906,2906,2906,2906,2906,2906,165,"Brazil",12466.1815892493,0.00470456728801455,0.78
"Brazil",2020-04-25,86.5,117.134,1,640,0,700,0,700,0,770,110,130,110,130,100,140,98,140,3313,3313,3313,3313,3313,3313,3313,3313,3313,407,"Brazil",12466.1815892493,0.00470456728801455,1.91
"Brazil",2020-04-26,93.5,124.514,1,570,0,670,0,880,0,880,110,140,110,140,110,150,100,150,3670,3670,3670,3670,3670,3670,3670,3670,3670,357,"Brazil",12466.1815892493,0.00470456728801455,1.68
"Brazil",2020-04-27,100,132.315,1,620,0,780,0,930,0,1100,120,150,120,150,120,150,110,160,4016,4016,4016,4016,4016,4016,4016,4016,4016,346,"Brazil",12466.1815892493,0.00470456728801455,1.63
"Brazil",2020-04-28,100,140.328,1,670,0,910,0,940,0,1500,130,160,130,160,120,160,120,170,4205,4205,4205,4205,4205,4205,4205,4205,4205,189,"Brazil",12466.1815892493,0.00470456728801455,0.89
"Brazil",2020-04-29,107.5,148.852,1,680,1,780,0,780,0,870,140,170,130,170,130,170,130,180,4543,4543,4543,4543,4543,4543,4543,4543,4543,338,"Brazil",12466.1815892493,0.00470456728801455,1.59
"Brazil",2020-04-30,109,157.7,1,810,0,920,0,1100,0,1300,150,170,140,180,140,190,130,190,5017,5017,5017,5017,5017,5017,5017,5017,5017,474,"Brazil",12466.1815892493,0.00470456728801455,2.23
"Brazil",2020-05-01,122.5,167.026,1,780,1,880,0,1100,0,1100,150,190,150,190,150,200,140,200,5466,5466,5466,5466,5466,5466,5466,5466,5466,449,"Brazil",12466.1815892493,0.00470456728801455,2.11
"Brazil",2020-05-02,124.5,176.723,3,850,0,960,0,1100,0,1100,160,200,160,200,160,210,150,220,5901,5901,5901,5901,5901,5901,5901,5901,5901,435,"Brazil",12466.1815892493,0.00470456728801455,2.05
"Brazil",2020-05-03,137.5,186.863,1,980,0,980,0,1100,0,1200,170,210,170,210,170,220,160,230,6329,6329,6329,6329,6329,6329,6329,6329,6329,428,"Brazil",12466.1815892493,0.00470456728801455,2.01
