"rowname","age_group","pop_m","pop_m_p","pop_f","pop_f_p","pop_bs","pop_bs_p","males","males_p","females","females_p","unknown","both_sexes","both_sexes_p","date1","country","path1","sheet1","serial_id"
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"157",5.88897224306077,50,2.59201658890617,NA,"207",4.50489662676823,"2020-04-21","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",1
"10","Total",40966691,NA,42052522,NA,83019213,NA,"2666",NA,1929,NA,3,"4598",NA,"2020-04-21","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",2
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"306",11.4778694673668,107,5.5469155002592,NA,"413",8.98803046789989,"2020-04-21","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",3
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"740",27.7569392348087,332,17.210990150337,NA,"1072",23.3297062023939,"2020-04-21","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",4
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"1146",42.9857464366091,935,48.4707102125454,NA,"2081",45.2883569096844,"2020-04-21","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",5
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"317",11.8904726181545,505,26.1793675479523,NA,"822",17.8890097932535,"2020-04-21","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",6
"7","Total known",40966691,100,42052522,100,83019213,100,"2666",100,1929,100,0,"4595",100,"2020-04-21","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",7
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,0,NA,3,"3",NA,"2020-04-21","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",8
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"151",5.90074247753028,50,2.71444082519001,NA,"201",4.56714383094751,"2020-04-20","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",9
"10","Total",40966691,NA,42052522,NA,83019213,NA,"2559",NA,1842,NA,3,"4404",NA,"2020-04-20","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",10
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"296",11.5670183665494,102,5.53745928338762,NA,"398",9.04339922744831,"2020-04-20","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",11
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"715",27.9406017975772,312,16.9381107491857,NA,"1027",23.3356055441945,"2020-04-20","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",12
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"1097",42.8683079327862,903,49.0228013029316,NA,"2000",45.4442172233583,"2020-04-20","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",13
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"300",11.7233294255569,475,25.7871878393051,NA,"775",17.6096341740514,"2020-04-20","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",14
"7","Total known",40966691,100,42052522,100,83019213,100,"2559",100,1842,100,0,"4401",100,"2020-04-20","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",15
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,0,NA,3,"3",NA,"2020-04-20","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",16
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"148",5.95333869670153,47,2.60387811634349,NA,"195",4.54439524586344,"2020-04-19","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",17
"10","Total",40966691,NA,42052522,NA,83019213,NA,"2486",NA,1805,NA,3,"4294",NA,"2020-04-19","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",18
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"289",11.6251005631537,101,5.59556786703601,NA,"390",9.08879049172687,"2020-04-19","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",19
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"693",27.8761061946903,306,16.9529085872576,NA,"999",23.2812864134234,"2020-04-19","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",20
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"1060",42.6387771520515,888,49.196675900277,NA,"1948",45.3973432766255,"2020-04-19","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",21
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"296",11.9066773934031,463,25.6509695290859,NA,"759",17.6881845723608,"2020-04-19","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",22
"7","Total known",40966691,100,42052522,100,83019213,100,"2486",100,1805,100,0,"4291",100,"2020-04-19","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",23
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,0,NA,3,"3",NA,"2020-04-19","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",24
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"136",5.71188576228475,44,2.55072463768116,NA,"180",4.38382854359474,"2020-04-18","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",25
"10","Total",40966691,NA,42052522,NA,83019213,NA,"2381",NA,1725,NA,4,"4110",NA,"2020-04-18","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",26
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"279",11.7177656446871,95,5.50724637681159,NA,"374",9.10862152946907,"2020-04-18","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",27
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"661",27.7614447711046,294,17.0434782608696,NA,"955",23.2586458840721,"2020-04-18","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",28
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"1018",42.7551448971021,852,49.3913043478261,NA,"1870",45.5431076473454,"2020-04-18","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",29
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"287",12.0537589248215,440,25.5072463768116,NA,"727",17.7057963955188,"2020-04-18","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",30
"7","Total known",40966691,100,42052522,100,83019213,100,"2381",100,1725,100,0,"4106",100,"2020-04-18","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",31
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,0,NA,4,"4",NA,"2020-04-18","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",32
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"129",5.77439570277529,41,2.51688152240638,NA,"170",4.40072482526534,"2020-04-17","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",33
"10","Total",40966691,NA,42052522,NA,83019213,NA,"2234",NA,1630,NA,4,"3868",NA,"2020-04-17","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",34
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"262",11.727842435094,87,5.34069981583794,NA,"349",9.03442920010355,"2020-04-17","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",35
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"614",27.4843330349149,283,17.3726212400246,NA,"897",23.2202951074295,"2020-04-17","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",36
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"969",43.3751119068935,805,49.4168201350522,NA,"1774",45.9228578824748,"2020-04-17","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",37
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"260",11.6383169203223,413,25.3529772866789,NA,"673",17.4216929847269,"2020-04-17","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",38
"7","Total known",40966691,100,42052522,100,83019213,100,"2234",100,1629,100,0,"3863",100,"2020-04-17","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",39
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,1,NA,4,"5",NA,"2020-04-17","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",40
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"123",5.93056894889103,39,2.62096774193548,NA,"162",4.54800673778776,"2020-04-16","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",41
"10","Total",40966691,NA,42052522,NA,83019213,NA,"2074",NA,1490,NA,5,"3569",NA,"2020-04-16","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",42
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"242",11.6682738669238,83,5.57795698924731,NA,"325",9.12408759124088,"2020-04-16","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",43
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"569",27.4349083895853,261,17.5403225806452,NA,"830",23.3015160022459,"2020-04-16","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",44
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"903",43.5390549662488,742,49.8655913978495,NA,"1645",46.1819202695115,"2020-04-16","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",45
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"237",11.427193828351,363,24.3951612903226,NA,"600",16.8444693992139,"2020-04-16","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",46
"7","Total known",40966691,100,42052522,100,83019213,100,"2074",100,1488,100,0,"3562",100,"2020-04-16","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",47
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,2,NA,5,"7",NA,"2020-04-16","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",48
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"115",6.03041426324069,35,2.6080476900149,NA,"150",4.61680517082179,"2020-04-15","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",49
"10","Total",40966691,NA,42052522,NA,83019213,NA,"1907",NA,1344,NA,3,"3254",NA,"2020-04-15","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",50
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"219",11.4840062926062,71,5.29061102831595,NA,"290",8.92582333025546,"2020-04-15","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",51
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"521",27.3203985317252,240,17.8837555886736,NA,"761",23.4225915666359,"2020-04-15","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",52
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"835",43.7860513896172,671,50,NA,"1506",46.3527239150508,"2020-04-15","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",53
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"217",11.3791295228107,325,24.2175856929955,NA,"542",16.6820560172361,"2020-04-15","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",54
"7","Total known",40966691,100,42052522,100,83019213,100,"1907",100,1342,100,0,"3249",100,"2020-04-15","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",55
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,2,NA,3,"5",NA,"2020-04-15","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",56
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"109",6.20728929384966,33,2.72952853598015,NA,"142",4.78920741989882,"2020-04-14","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",57
"10","Total",40966691,NA,42052522,NA,83019213,NA,"1757",NA,1209,NA,3,"2969",NA,"2020-04-14","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",58
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"196",11.1617312072893,69,5.70719602977668,NA,"265",8.93760539629005,"2020-04-14","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",59
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"484",27.5626423690205,221,18.2795698924731,NA,"705",23.7774030354132,"2020-04-14","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",60
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"768",43.7357630979499,598,49.4623655913978,NA,"1366",46.070826306914,"2020-04-14","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",61
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"199",11.3325740318907,288,23.8213399503722,NA,"487",16.424957841484,"2020-04-14","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",62
"7","Total known",40966691,100,42052522,100,83019213,100,"1756",100,1209,100,0,"2965",100,"2020-04-14","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",63
"9","Unknown",NA,NA,NA,NA,NA,NA,"1",NA,0,NA,3,"4",NA,"2020-04-14","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",64
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"101",6.09167671893848,33,2.90748898678414,NA,"134",4.79770855710705,"2020-04-13","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",65
"10","Total",40966691,NA,42052522,NA,83019213,NA,"1659",NA,1135,NA,5,"2799",NA,"2020-04-13","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",66
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"181",10.9167671893848,65,5.72687224669604,NA,"246",8.8077336197637,"2020-04-13","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",67
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"462",27.8648974668275,214,18.8546255506608,NA,"676",24.203365556749,"2020-04-13","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",68
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"725",43.7273823884198,554,48.8105726872247,NA,"1279",45.7930540637308,"2020-04-13","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",69
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"189",11.3992762364294,269,23.7004405286344,NA,"458",16.3981382026495,"2020-04-13","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",70
"7","Total known",40966691,100,42052522,100,83019213,100,"1658",100,1135,100,0,"2793",100,"2020-04-13","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",71
"9","Unknown",NA,NA,NA,NA,NA,NA,"1",NA,0,NA,5,"6",NA,"2020-04-13","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",72
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"97",6.0929648241206,31,2.88104089219331,NA,"128",4.7976011994003,"2020-04-12","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",73
"10","Total",40966691,NA,42052522,NA,83019213,NA,"1592",NA,1076,NA,5,"2673",NA,"2020-04-12","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",74
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"176",11.0552763819095,62,5.76208178438662,NA,"238",8.92053973013493,"2020-04-12","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",75
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"445",27.9522613065327,196,18.2156133828996,NA,"641",24.0254872563718,"2020-04-12","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",76
"14","Unknown",NA,NA,NA,NA,NA,NA,"44",NA,28,NA,6,"78",NA,"2020-04-19","France","./Deaths-Age-Sex_Covid-19_France_21-04.xlsx","SpF_Data",552
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"689",43.2788944723618,530,49.2565055762082,NA,"1219",45.6896551724138,"2020-04-12","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",77
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"185",11.6206030150754,257,23.8847583643123,NA,"442",16.5667166416792,"2020-04-12","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",78
"7","Total known",40966691,100,42052522,100,83019213,100,"1592",100,1076,100,0,"2668",100,"2020-04-12","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",79
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,0,NA,5,"5",NA,"2020-04-12","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",80
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"93",6.11038107752957,31,3.04518664047151,NA,"124",4.88188976377953,"2020-04-11","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",81
"10","Total",40966691,NA,42052522,NA,83019213,NA,"1522",NA,1019,NA,3,"2544",NA,"2020-04-11","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",82
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"166",10.9067017082786,61,5.99214145383104,NA,"227",8.93700787401575,"2020-04-11","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",83
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"426",27.9894875164258,188,18.467583497053,NA,"614",24.1732283464567,"2020-04-11","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",84
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"658",43.2325886990802,499,49.0176817288802,NA,"1157",45.5511811023622,"2020-04-11","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",85
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"179",11.7608409986859,239,23.4774066797642,NA,"418",16.4566929133858,"2020-04-11","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",86
"7","Total known",40966691,100,42052522,100,83019213,100,"1522",100,1018,100,0,"2540",100,"2020-04-11","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",87
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,1,NA,3,"4",NA,"2020-04-11","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",88
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"87",6.10098176718093,29,3.07529162248144,NA,"116",4.89658083579569,"2020-04-10","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",89
"10","Total",40966691,NA,42052522,NA,83019213,NA,"1426",NA,944,NA,3,"2373",NA,"2020-04-10","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",90
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"153",10.7293127629734,57,6.04453870625663,NA,"210",8.86449978894048,"2020-04-10","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",91
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"398",27.9102384291725,169,17.9215270413574,NA,"567",23.9341494301393,"2020-04-10","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",92
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"622",43.6185133239832,460,48.780487804878,NA,"1082",45.6732798649219,"2020-04-10","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",93
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"166",11.64095371669,228,24.1781548250265,NA,"394",16.6314900802026,"2020-04-10","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",94
"7","Total known",40966691,100,42052522,100,83019213,100,"1426",100,943,100,0,"2369",100,"2020-04-10","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",95
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,1,NA,3,"4",NA,"2020-04-10","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",96
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"76",5.90979782270607,26,3.18237454100367,NA,"102",4.85021398002853,"2020-04-09","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",97
"10","Total",40966691,NA,42052522,NA,83019213,NA,"1286",NA,817,NA,4,"2107",NA,"2020-04-09","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",98
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"133",10.3421461897356,52,6.36474908200734,NA,"185",8.79695672848312,"2020-04-09","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",99
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"362",28.149300155521,146,17.8702570379437,NA,"508",24.1559676652401,"2020-04-09","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",100
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"567",44.0902021772939,401,49.0820073439412,NA,"968",46.0294816928198,"2020-04-09","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",101
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"148",11.5085536547434,192,23.500611995104,NA,"340",16.1673799334284,"2020-04-09","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",102
"7","Total known",40966691,100,42052522,100,83019213,100,"1286",100,817,100,0,"2103",100,"2020-04-09","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",103
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,0,NA,4,"4",NA,"2020-04-09","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",104
"1","<60",30450818,74.3306751331222,29190949,69.4154538460262,59641767,71.8409207275911,"67",5.82102519548219,20,2.8328611898017,NA,"87",4.68497576736672,"2020-04-08","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",105
"10","Total",40966691,NA,42052522,NA,83019213,NA,"1151",NA,706,NA,4,"1861",NA,"2020-04-08","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",106
"2","60-69",4987359,12.1741807264834,5315052,12.6390802435107,10302411,12.4096707589844,"117",10.1650738488271,49,6.94050991501416,NA,"166",8.93914916532041,"2020-04-08","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",107
"3","70-79",3503497,8.55206245483678,4182432,9.94573405133704,7685929,9.25801235913908,"325",28.236316246742,129,18.271954674221,NA,"454",24.4480344641896,"2020-04-08","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",108
"4","80-89",1817424,4.43634561551481,2776739,6.60302609199039,4594163,5.53385515711887,"514",44.6568201563857,348,49.2917847025496,NA,"862",46.4189553042542,"2020-04-08","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",109
"5","90+",207593,0.506736070042855,587350,1.39670576713568,794943,0.957540997166523,"128",11.120764552563,160,22.6628895184136,NA,"288",15.5088852988691,"2020-04-08","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",110
"7","Total known",40966691,100,42052522,100,83019213,100,"1151",100,706,100,0,"1857",100,"2020-04-08","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",111
"9","Unknown",NA,NA,NA,NA,NA,NA,"0",NA,0,NA,4,"4",NA,"2020-04-08","Germany","./Deaths-Age-Sex_Covid-19_Germany_21-04.xlsx","Daily Report RKI_Data",112
