"","time","reporting_unit","central_cases","central_intensity","lo_0_25_cases","hi_0_25_cases","lo_0_5_cases","hi_0_5_cases","lo_0_8_cases","hi_0_8_cases","lo_0_95_cases","hi_0_95_cases","lo_0_25_intensity","hi_0_25_intensity","lo_0_5_intensity","hi_0_5_intensity","lo_0_8_intensity","hi_0_8_intensity","lo_0_95_intensity","hi_0_95_intensity","1pct_cumulative","2_5pct_cumulative","10pct_cumulative","25pct_cumulative","50pct_cumulative","75pct_cumulative","90pct_cumulative","97_5pct_cumulative","99pct_cumulative","country","countryCode","dead","cum_dead","pop","Expected","mMult","timeNumeric","reporting_unit_fac","reporting_unit_int","logExpected"
"65",2020-01-04,"Germany",0,0.300630934504531,0,3,0,3,0,4,0,6,0.0620503732280013,0.989724062415081,0.0273556443915109,1.30888129763121,0.00720539596085221,1.70421885856676,0.00200890394660084,2.01782409327817,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2020-01-04,"Hubei",1,1.76177073064906,0,6,0,8,0,8,0,9,0.845310708985631,2.68939665016591,0.597578231991121,2.97169760021273,0.232886994607665,3.4406415434611,0.043934329345275,3.92625308407742,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2020-01-04,"Iran",0,0.446719943012003,0,3,0,5,0,6,0,6,0.0814513223905868,1.37002855536659,0.0333928618936354,1.64996178748376,0.0128916597487444,2.40437062036851,0.00515758453625916,2.78933880630466,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2020-01-04,"Italy",0,0.539162003294149,0,4,0,4,0,7,0,7,0.128439214493409,1.36198263685599,0.0560646508257563,1.60936058624275,0.0190052982516429,2.1051360155439,0.00286658643267879,2.60284327606906,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2020-01-04,"Louisiana",0,0.298861073994687,0,3,0,4,0,5,0,6,0.0505011650256699,0.978630642462192,0.0238541149823538,1.25945656577932,0.00664410070855919,1.76788347910788,0.00135830413014346,2.56397075217124,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2020-01-04,"Michigan",0,0.332604111101008,0,3,0,3,0,5,0,7,0.0698905166452071,1.09161517891053,0.0284869569601011,1.47836427819855,0.0077871288410272,1.88806521154988,0.00252036867765801,2.57214786033862,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2020-01-04,"Netherlands",0,0.437575111996274,0,3,0,4,0,5,0,6,0.0908465936053969,1.18814510376819,0.0324055264806922,1.51673195550509,0.0138997216862234,1.89629514530053,0.00465281570629054,2.60470981068753,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2020-01-04,"New Jersey",0,0.471170818679097,0,4,0,4,0,4,0,7,0.100416868522672,1.27136802311645,0.0449889095103865,1.56200311859974,0.0136011414384496,2.06388947088999,0.00209791511251725,2.80662637752672,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2020-01-04,"New York",0,0.319399164313674,0,3,0,4,0,5,0,6,0.0613653512176294,1.08517789785386,0.0295858593178978,1.33129622914623,0.00916060268313085,1.85676852460067,0.00110907421853164,2.77733565659277,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2020-01-04,"Spain",0,0.350219638824742,0,3,0,5,0,5,0,5,0.0681972094993833,1.22108207935661,0.0340025881081245,1.61316170847604,0.0127567667153898,2.30017389586674,0.00548904067247509,2.89401046027117,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2020-01-04,"Sweden",0,0.402093804310787,0,3,0,3,0,5,0,5,0.0757246075856871,1.07530544828555,0.0337168213113741,1.35664530468856,0.0158029298333635,1.86826676017821,0.00189062884388723,2.21990467997369,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2020-01-04,"Switzerland",0,0.34341100768749,0,3,0,3,0,5,0,6,0.0700302362424759,1.0868107416322,0.0279276333168573,1.39583360636533,0.00690170900406895,1.80643615682988,0.00259804626212412,2.40052994395624,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2020-01-04,"United Kingdom",0,0.422112298018665,0,3,0,4,0,5,0,6,0.0873161369698599,1.34098855350791,0.0364375567886306,1.72344206681883,0.00638534523967701,2.20734403345838,0.000971789285520907,3.08492737885034,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2020-01-04,"United States",1,1.7265603760676,0,8,0,8,0,10,0,11,1.03349423417167,2.61945659215038,0.827792424471354,3.00282228285605,0.553057988344081,3.41510190755926,0.353470305150546,4.08886072021682,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2020-01-04,"United States Aggregated",3,2.87027509913069,0,9,0,10,0,13,0,14,1.63414447148646,4.69264818115366,1.35241258543626,5.24250115916283,1.03306607575464,5.92800800152199,0.866962007990669,6.79714444357957,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2020-01-04,"Washington",0,0.449502254816681,0,3,0,5,0,8,0,8,0.0934384908119482,1.27710574846473,0.0479426714236839,1.57321595857972,0.0145496851689139,2.07321331829985,0.00282995301681711,2.45586477677952,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2020-01-05,"Belgium",0,0.337010068374424,0,3,0,4,0,4,0,6,0.0554946193093774,1.16786280782593,0.020444460277055,1.60546782651438,0.00637993933143125,1.93064293431857,0.00114163600715332,2.57483156141833,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
